15,0,47,3,12,0.25,2,9,0.2222222222222222,1,3,0.3333333333333333,0.3333333333333333,1,2,0.5,2,8,10,6,0,1,3,2,9
46,13,1007,192,458,0.4192139737991266,76,219,0.3470319634703196,116,239,0.48535564853556484,0.5021834061135371,48,66,0.7272727272727273,13,131,144,102,47,22,69,88,508
50,38,1259,173,414,0.4178743961352657,107,274,0.3905109489051095,66,140,0.4714285714285714,0.5471014492753623,79,91,0.8681318681318682,19,141,160,108,46,8,48,71,532
72,50,1853,292,726,0.4022038567493113,59,207,0.28502415458937197,233,519,0.4489402697495183,0.4428374655647383,145,176,0.8238636363636364,31,193,224,93,45,5,46,103,788
68,17,1519,234,499,0.46893787575150303,117,271,0.4317343173431734,117,228,0.5131578947368421,0.5861723446893787,40,49,0.8163265306122449,31,179,210,118,41,16,59,125,625
72,72,2511,467,1060,0.44056603773584907,124,309,0.40129449838187703,343,751,0.4567243675099867,0.4990566037735849,206,276,0.7463768115942029,68,346,414,217,53,20,139,188,1264
60,60,2147,670,1382,0.48480463096960924,130,373,0.3485254691689008,540,1009,0.535183349851338,0.5318379160636758,408,459,0.8888888888888888,72,211,283,265,69,22,187,140,1878
37,36,1214,264,600,0.44,128,321,0.3987538940809969,136,279,0.4874551971326165,0.5466666666666666,68,80,0.85,28,134,162,88,30,7,60,62,724
71,70,2111,307,730,0.42054794520547945,121,355,0.3408450704225352,186,375,0.496,0.5034246575342466,134,195,0.6871794871794872,29,215,244,268,55,24,114,112,869
44,27,1305,267,565,0.4725663716814159,146,333,0.43843843843843844,121,232,0.521551724137931,0.6017699115044248,40,44,0.9090909090909091,20,140,160,147,49,13,54,99,720
67,67,2270,623,1287,0.4840714840714841,126,371,0.33962264150943394,497,916,0.5425764192139738,0.533022533022533,340,392,0.8673469387755102,34,247,281,289,53,16,207,181,1712
54,12,1204,128,342,0.3742690058479532,66,202,0.32673267326732675,62,140,0.44285714285714284,0.47076023391812866,24,30,0.8,16,98,114,92,42,6,56,110,346
20,5,520,78,192,0.40625,60,157,0.3821656050955414,18,35,0.5142857142857142,0.5625,7,12,0.5833333333333334,10,58,68,30,12,5,22,34,223
9,1,152,13,43,0.3023255813953488,5,21,0.23809523809523808,8,22,0.36363636363636365,0.36046511627906974,9,10,0.9,3,14,17,9,4,2,6,19,40
58,58,1999,538,1111,0.48424842484248426,163,411,0.39659367396593675,375,700,0.5357142857142857,0.5576057605760576,191,250,0.764,71,276,347,195,72,32,158,168,1430
51,14,1229,150,335,0.44776119402985076,91,215,0.4232558139534884,59,120,0.49166666666666664,0.5835820895522388,25,31,0.8064516129032258,38,186,224,72,38,12,41,97,416
1,0,32,6,13,0.46153846153846156,1,5,0.2,5,8,0.625,0.5,3,3,1.0,2,4,6,3,0,1,4,4,16
49,5,1255,210,500,0.42,102,246,0.4146341463414634,108,254,0.4251968503937008,0.522,101,118,0.8559322033898306,21,206,227,107,31,14,49,102,623
67,67,1902,218,506,0.4308300395256917,120,293,0.40955631399317405,98,213,0.460093896713615,0.549407114624506,97,112,0.8660714285714286,27,152,179,127,62,26,66,114,653
31,25,800,105,270,0.3888888888888889,15,61,0.2459016393442623,90,209,0.430622009569378,0.4166666666666667,49,80,0.6125,39,100,139,129,25,17,69,81,274
68,1,1818,457,1075,0.42511627906976746,208,599,0.34724540901502504,249,476,0.523109243697479,0.521860465116279,129,144,0.8958333333333334,47,227,274,168,61,10,115,110,1251
44,1,394,45,103,0.4368932038834951,23,56,0.4107142857142857,22,47,0.46808510638297873,0.5485436893203883,27,38,0.7105263157894737,10,34,44,22,10,0,15,30,140
69,4,1575,168,387,0.43410852713178294,101,272,0.3713235294117647,67,115,0.5826086956521739,0.5645994832041343,31,40,0.775,63,269,332,81,49,23,33,99,468
34,7,499,69,168,0.4107142857142857,13,53,0.24528301886792453,56,115,0.48695652173913045,0.4494047619047619,29,48,0.6041666666666666,34,70,104,24,17,9,28,58,180
57,57,1638,258,552,0.4673913043478261,126,280,0.45,132,272,0.4852941176470588,0.5815217391304348,69,77,0.8961038961038961,10,126,136,155,44,8,65,96,711
7,0,26,2,7,0.2857142857142857,2,7,0.2857142857142857,0,0,nan,0.42857142857142855,3,3,1.0,1,0,1,1,0,1,1,1,9
122,8,2148,390,912,0.4276315789473684,196,534,0.36704119850187267,194,378,0.5132275132275133,0.5350877192982456,90,110,0.8181818181818182,40,268,308,166,88,28,126,194,1066
3,3,64,6,16,0.375,2,7,0.2857142857142857,4,9,0.4444444444444444,0.4375,6,6,1.0,0,13,13,9,2,1,5,4,20
66,66,1814,253,603,0.41956882255389716,131,346,0.3786127167630058,122,257,0.47470817120622566,0.5281923714759535,51,71,0.7183098591549296,81,299,380,203,72,15,91,112,688
52,52,1543,247,639,0.3865414710485133,113,329,0.3434650455927052,134,310,0.432258064516129,0.4749608763693271,122,164,0.7439024390243902,38,151,189,88,45,19,79,134,729
46,7,907,119,293,0.4061433447098976,46,159,0.2893081761006289,73,134,0.5447761194029851,0.48464163822525597,24,36,0.6666666666666666,5,88,93,91,16,4,42,42,308
50,6,1088,148,355,0.4169014084507042,47,149,0.31543624161073824,101,206,0.49029126213592233,0.4830985915492958,42,66,0.6363636363636364,35,147,182,92,31,22,46,86,385
72,55,2314,505,1211,0.41701073492981006,171,520,0.32884615384615384,334,691,0.4833574529667149,0.4876135425268373,211,272,0.7757352941176471,59,277,336,211,82,36,160,129,1392
